Dataset_Name,Adaptor,lora_rank,clipi,clipt,num_train_epochs,no_of_images,learning_rate,learning_rate_text,alpha_text,alpha_unet,output_path,with_prior_preservation
teapot,1,8,0.77294921875,0.3416666666666667,5,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_2e-06_1200_True/images,True
dog6,1,8,0.72802734375,0.2980429159628378,240,5,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-06_1200_False/images,False
backpack,1,8,0.79345703125,0.3356175915948275,2,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_5e-06_0.0001_400_True/images,True
clock,1,8,0.736328125,0.3179582868303571,2,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-06_400_True/images,True
dog2,1,8,0.71826171875,0.3031598772321429,2,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_5e-06_0.0001_400_True/images,True
clock,1,8,0.7431640625,0.3200945172991071,134,6,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-06_800_False/images,False
teapot,1,8,0.7744140625,0.3479085286458333,2,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-06_400_True/images,True
dog6,1,8,0.7138671875,0.3005635029560811,80,5,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_400_False/images,False
dog6,1,8,0.73876953125,0.2948195998733108,5,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-06_1200_True/images,True
cat,1,8,0.8046875,0.3101175242456896,4,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_5e-06_0.0001_800_True/images,True
clock,1,8,0.74853515625,0.3180803571428571,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-06_800_True/images,True
dog6,1,8,0.7265625,0.299903663429054,2,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_400_True/images,True
backpack,1,8,0.79833984375,0.3323679956896552,4,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_5e-06_0.0001_800_True/images,True
teapot,1,8,0.78173828125,0.34658203125,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-06_800_True/images,True
clock,1,8,0.74267578125,0.3185860770089285,167,6,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-06_1000_False/images,False
dog6,1,8,0.71533203125,0.2964329075168919,160,5,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_800_False/images,False
dog2,1,8,0.7197265625,0.3059151785714286,4,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_5e-06_0.0001_800_True/images,True
clock,1,8,0.73681640625,0.3171125139508928,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-06_1000_True/images,True
dog6,1,8,0.72509765625,0.3031137827280405,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_800_True/images,True
cat,1,8,0.798828125,0.3112372036637931,4,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_5e-06_0.0001_1000_True/images,True
teapot,1,8,0.76220703125,0.3450439453125,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-06_1000_True/images,True
dog6,1,8,0.72607421875,0.2960732949746621,200,5,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_1000_False/images,False
clock,1,8,0.73876953125,0.32177734375,200,6,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-06_1200_False/images,False
backpack,1,8,0.80859375,0.3290931438577586,4,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_5e-06_0.0001_1000_True/images,True
dog2,1,8,0.71533203125,0.3024658203125,4,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_5e-06_0.0001_1000_True/images,True
clock,1,8,0.76025390625,0.3102068219866071,67,6,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_400_False/images,False
dog6,1,8,0.71044921875,0.2979901288006756,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_1000_True/images,True
clock,1,8,0.74560546875,0.3199986049107143,5,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-06_1200_True/images,True
teapot,1,8,0.7685546875,0.3430582682291667,5,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-06_1200_True/images,True
dog6,1,8,0.73388671875,0.3013784047719595,240,5,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_1200_False/images,False
clock,1,8,0.77783203125,0.3102591378348214,2,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_400_True/images,True
cat,1,8,0.80615234375,0.3127230940193966,5,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_5e-06_0.0001_1200_True/images,True
clock,1,8,0.7939453125,0.3052804129464285,134,6,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_800_False/images,False
teapot,1,8,0.7744140625,0.3427327473958333,2,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_5e-05_400_True/images,True
dog6,1,8,0.72802734375,0.2956180057010135,80,5,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_400_False/images,False
backpack,1,8,0.8076171875,0.3256920123922414,5,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_5e-06_0.0001_1200_True/images,True
dog6,1,8,0.7158203125,0.2975216427364865,5,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-06_1200_True/images,True
cat,1,8,0.77685546875,0.3161284348060345,2,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-06_400_True/images,True
dog2,1,8,0.7353515625,0.2985595703125,5,250,5e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_5e-06_0.0001_1200_True/images,True
clock,1,8,0.771484375,0.3081141880580357,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_800_True/images,True
clock,1,8,0.79541015625,0.2976248604910714,167,6,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_1000_False/images,False
dog6,1,8,0.7431640625,0.2973830764358108,2,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_400_True/images,True
teapot,1,8,0.7939453125,0.341943359375,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_5e-05_800_True/images,True
backpack,1,8,0.7861328125,0.3273252289870689,2,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-06_400_True/images,True
dog6,1,8,0.74658203125,0.2951693148226351,160,5,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_800_False/images,False
dog2,1,8,0.68115234375,0.3089215959821428,2,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-06_400_True/images,True
cat,1,8,0.78515625,0.3160232017780172,4,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-06_800_True/images,True
clock,1,8,0.78759765625,0.30755615234375,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_1000_True/images,True
dog6,1,8,0.74462890625,0.2970564558699324,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_800_True/images,True
clock,1,8,0.78955078125,0.3021240234375,200,6,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_1200_False/images,False
teapot,1,8,0.78515625,0.3346272786458333,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_5e-05_1000_True/images,True
dog6,1,8,0.73876953125,0.2990029824746621,200,5,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_1000_False/images,False
backpack,1,8,0.7744140625,0.3248838227370689,4,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-06_800_True/images,True
dog2,1,8,0.69482421875,0.3035400390625,4,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-06_800_True/images,True
clock,1,8,0.75146484375,0.3173740931919643,67,6,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_400_False/images,False
clock,1,8,0.77392578125,0.3084368024553571,5,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_5e-05_1200_True/images,True
dog6,1,8,0.7421875,0.2951099292652027,4,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_1000_True/images,True
cat,1,8,0.77294921875,0.3126852101293103,4,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-06_1000_True/images,True
dog6,1,8,0.74658203125,0.3019491659628378,240,5,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_1200_False/images,False
teapot,1,8,0.7880859375,0.3341878255208333,5,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_5e-05_1200_True/images,True
clock,1,8,0.75830078125,0.3145490373883928,134,6,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_800_False/images,False
clock,1,8,0.74755859375,0.3147844587053571,2,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_400_True/images,True
backpack,1,8,0.78662109375,0.3258603852370689,4,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-06_1000_True/images,True
dog6,1,8,0.7119140625,0.2971554317989865,80,5,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_400_False/images,False
teapot,1,8,0.77001953125,0.3445963541666667,2,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_2e-05_400_True/images,True
dog2,1,8,0.69677734375,0.3023995535714285,4,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-06_1000_True/images,True
dog6,1,8,0.7568359375,0.2980198215793919,5,250,2e-06,5e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_5e-05_1200_True/images,True
clock,1,8,0.75390625,0.3153860909598214,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_800_True/images,True
clock,1,8,0.76513671875,0.3142351422991071,167,6,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_1000_False/images,False
teapot,1,8,0.78271484375,0.340234375,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_2e-05_800_True/images,True
dog6,1,8,0.73828125,0.2950637404983108,160,5,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_800_False/images,False
dog6,1,8,0.73291015625,0.2994054845861486,2,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_400_True/images,True
cat,1,8,0.7734375,0.3189570985991379,5,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_5e-06_1200_True/images,True
backpack,1,8,0.7841796875,0.3313830145474138,5,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_5e-06_1200_True/images,True
clock,1,8,0.7578125,0.3151332310267857,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_1000_True/images,True
cat,1,8,0.78125,0.3176101158405172,2,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-06_400_True/images,True
clock,1,8,0.7587890625,0.3119942801339285,200,6,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_1200_False/images,False
dog6,1,8,0.74560546875,0.2995572476773648,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_800_True/images,True
dog2,1,8,0.6923828125,0.3027134486607143,5,250,2e-06,5e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_5e-06_1200_True/images,True
teapot,1,8,0.77685546875,0.344287109375,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_2e-05_1000_True/images,True
dog6,1,8,0.73193359375,0.2975777290962837,200,5,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_1000_False/images,False
backpack,1,8,0.78564453125,0.3296824488146552,2,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-06_400_True/images,True
clock,1,8,0.73779296875,0.3189522879464285,67,6,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_400_False/images,False
dog2,1,8,0.689453125,0.3031284877232142,2,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-06_400_True/images,True
cat,1,8,0.77783203125,0.3137712149784483,4,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-06_800_True/images,True
clock,1,8,0.7509765625,0.3101719447544643,5,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_2e-05_1200_True/images,True
dog6,1,8,0.73974609375,0.2985905827702703,4,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_1000_True/images,True
clock,1,8,0.76220703125,0.3085414341517857,134,6,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_800_False/images,False
dog6,1,8,0.72607421875,0.2951297244510135,240,5,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_1200_False/images,False
teapot,1,8,0.78076171875,0.3386067708333333,5,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_2e-05_1200_True/images,True
clock,1,8,0.736328125,0.3231113978794643,2,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_400_True/images,True
backpack,1,8,0.7705078125,0.3269505994073275,4,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-06_800_True/images,True
dog6,1,8,0.7177734375,0.2954860377956081,80,5,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_400_False/images,False
teapot,1,8,0.7763671875,0.3419840494791666,2,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-05_400_True/images,True
dog2,1,8,0.68310546875,0.3050676618303571,4,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-06_800_True/images,True
clock,1,8,0.7421875,0.3159354073660714,167,6,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_1000_False/images,False
clock,1,8,0.73583984375,0.3174089704241071,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_800_True/images,True
dog6,1,8,0.73876953125,0.297778980152027,5,250,2e-06,2e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_2e-05_1200_True/images,True
cat,1,8,0.78125,0.3111319706357758,4,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-06_1000_True/images,True
teapot,1,8,0.78564453125,0.3453450520833333,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-05_800_True/images,True
dog6,1,8,0.72412109375,0.3005338101773648,160,5,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_800_False/images,False
dog6,1,8,0.72412109375,0.3005173141891892,2,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_400_True/images,True
backpack,1,8,0.783203125,0.3330078125,4,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-06_1000_True/images,True
clock,1,8,0.7529296875,0.3153773716517857,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_1000_True/images,True
dog2,1,8,0.69287109375,0.3051060267857143,4,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-06_1000_True/images,True
clock,1,8,0.75439453125,0.3186122349330357,200,6,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_1200_False/images,False
teapot,1,8,0.775390625,0.3508870442708333,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-05_1000_True/images,True
dog6,1,8,0.7255859375,0.2999960409628378,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_800_True/images,True
dog6,1,8,0.73095703125,0.2934240392736486,200,5,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_1000_False/images,False
clock,1,8,0.7900390625,0.2874407087053571,67,6,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_400_False/images,False
cat,1,8,0.78173828125,0.3158169450431034,5,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_2e-06_1200_True/images,True
clock,1,8,0.75927734375,0.3144182477678571,5,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_1e-05_1200_True/images,True
backpack,1,8,0.78662109375,0.3347925646551724,5,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_2e-06_1200_True/images,True
cat,1,8,0.77685546875,0.3142426589439655,2,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-06_400_True/images,True
clock,1,8,0.814453125,0.2893763950892857,134,6,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_800_False/images,False
dog6,1,8,0.72021484375,0.2946117504222973,4,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_1000_True/images,True
teapot,1,8,0.77880859375,0.3441731770833333,5,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_1e-05_1200_True/images,True
dog6,1,8,0.7412109375,0.2992306271114865,240,5,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_1200_False/images,False
clock,1,8,0.79443359375,0.3011125837053571,2,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_400_True/images,True
dog2,1,8,0.69091796875,0.3044049944196428,5,250,2e-06,2e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_2e-06_1200_True/images,True
backpack,1,8,0.767578125,0.3263570851293103,2,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-06_400_True/images,True
teapot,1,8,0.7802734375,0.3304443359375,2,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0005_400_True/images,True
dog6,1,8,0.77587890625,0.2954530458192567,80,5,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_400_False/images,False
dog2,1,8,0.6953125,0.3082833426339286,2,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-06_400_True/images,True
clock,1,8,0.81298828125,0.2846766880580357,167,6,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_1000_False/images,False
clock,1,8,0.794921875,0.2943812779017857,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_800_True/images,True
cat,1,8,0.775390625,0.3157243399784483,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-06_800_True/images,True
dog6,1,8,0.73486328125,0.2993098078547297,5,250,2e-06,1e-05,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_1e-05_1200_True/images,True
teapot,1,8,0.8232421875,0.318896484375,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0005_800_True/images,True
dog6,1,8,0.79248046875,0.2841895850929054,160,5,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_800_False/images,False
backpack,1,8,0.77197265625,0.33056640625,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-06_800_True/images,True
dog6,1,8,0.75390625,0.2941630595439189,2,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_400_True/images,True
clock,1,8,0.794921875,0.2962166922433035,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_1000_True/images,True
dog2,1,8,0.685546875,0.3070521763392857,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-06_800_True/images,True
clock,1,8,0.82177734375,0.282562255859375,200,6,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_1200_False/images,False
teapot,1,8,0.79248046875,0.3371500651041667,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0005_1000_True/images,True
cat,1,8,0.76708984375,0.3183004445043103,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/cat/krona_8_2e-06_1e-06_1000_True/images,True
dog6,1,8,0.79833984375,0.2872182485219595,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_800_True/images,True
dog6,1,8,0.818359375,0.2811444256756756,200,5,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_1000_False/images,False
clock,1,8,0.77392578125,0.3112269810267857,67,6,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_400_False/images,False
backpack,1,8,0.7861328125,0.3277966729525862,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/backpack/krona_8_2e-06_1e-06_1000_True/images,True
clock,1,8,0.79541015625,0.29510498046875,5,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0005_1200_True/images,True
clock,1,8,0.79345703125,0.3010777064732143,134,6,2e-06,0.0001,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/clock/krona_8_2e-06_0.0001_800_False/images,False
dog2,1,8,0.685546875,0.3042829241071428,4,250,2e-06,1e-06,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog2/krona_8_2e-06_1e-06_1000_True/images,True
dog6,1,8,0.79150390625,0.2867398648648648,4,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/dog6/krona_8_2e-06_0.0005_1000_True/images,True
teapot,1,8,0.81884765625,0.3240071614583333,5,250,2e-06,0.0005,1.0,1.0,/home/btech/ayush.singh/tune_krona_outputs/teapot/krona_8_2e-06_0.0005_1200_True/images,True
